
=== 실험3: 전체 진행 시뮬 (챕터 1→100, 골드=슬롯강화 · 다이아=뽑기 자동) ===
챕터  46: 시도   1회  슬롯 8/8/8/8/8/7  장비 전설+1/신화/신화/신화/전설/영웅  뽑기 168회  전투력 공5.00e+3·체5.00e+4  
챕터  47: 시도   1회  슬롯 8/8/8/8/8/8  장비 전설+1/신화/신화/신화/전설/영웅  뽑기 168회  전투력 공5.00e+3·체5.00e+4  
챕터  48: 시도   1회  슬롯 8/8/8/8/8/8  장비 전설+1/신화/신화/신화/전설/영웅  뽑기 168회  전투력 공5.00e+3·체5.00e+4  
챕터  49: 시도   1회  슬롯 9/8/8/8/8/8  장비 전설+1/신화/신화/신화/전설/영웅  뽑기 168회  전투력 공5.02e+3·체5.02e+4  
챕터  50: 시도   1회  슬롯 9/8/8/8/8/8  장비 전설+1/신화/신화/신화/전설/영웅  뽑기 168회  전투력 공5.02e+3·체5.02e+4  
챕터  51: 시도   2회  슬롯 9/9/9/8/8/8  장비 전설+1/신화/신화/신화/전설/전설  뽑기 169회  전투력 공1.06e+4·체1.06e+5  
챕터  52: 시도   1회  슬롯 9/9/9/9/9/8  장비 전설+1/신화/신화/신화/전설/전설  뽑기 169회  전투력 공1.34e+4·체1.34e+5  
챕터  53: 시도   1회  슬롯 9/9/9/9/9/9  장비 전설+1/신화/신화/신화/전설/전설  뽑기 169회  전투력 공1.34e+4·체1.34e+5  
챕터  54: 시도   1회  슬롯 10/9/9/9/9/9  장비 전설+1/신화/신화/신화/전설/전설  뽑기 169회  전투력 공1.34e+4·체1.34e+5  
챕터  55: 시도   1회  슬롯 10/10/9/9/9/9  장비 전설+1/신화/신화/신화/전설/전설  뽑기 170회  전투력 공2.09e+4·체2.09e+5  
챕터  56: 시도   1회  슬롯 10/10/10/9/9/9  장비 전설+1/신화/신화/신화/전설/전설  뽑기 170회  전투력 공2.83e+4·체2.83e+5  
챕터  57: 시도   1회  슬롯 10/10/10/10/9/9  장비 전설+1/신화/신화/신화/전설/전설  뽑기 170회  전투력 공3.57e+4·체3.57e+5  
챕터  58: 시도   1회  슬롯 10/10/10/10/10/9  장비 전설+1/신화/신화/신화/전설/전설  뽑기 170회  전투력 공3.58e+4·체3.58e+5  
챕터  59: 시도   1회  슬롯 10/10/10/10/10/10  장비 전설+1/신화/신화/신화/전설/전설  뽑기 171회  전투력 공3.75e+4·체3.75e+5  
챕터  60: 시도   1회  슬롯 11/10/10/10/10/10  장비 전설+1/신화/신화/신화/전설/전설  뽑기 171회  전투력 공3.77e+4·체3.77e+5  
챕터  61: 시도   1회  슬롯 11/11/10/10/10/10  장비 전설+1/신화/신화/신화/전설/전설  뽑기 171회  전투력 공5.85e+4·체5.85e+5  
챕터  62: 시도   1회  슬롯 11/11/11/10/10/10  장비 전설+1/신화/신화/신화/전설/전설  뽑기 171회  전투력 공7.94e+4·체7.94e+5  
챕터  63: 시도   1회  슬롯 11/11/11/11/10/10  장비 전설+1/신화/신화/신화/전설/전설  뽑기 171회  전투력 공1.00e+5·체1.00e+6  
챕터  64: 시도   1회  슬롯 11/11/11/11/11/11  장비 전설+1/신화/신화/신화/전설/전설  뽑기 172회  전투력 공1.01e+5·체1.01e+6  
챕터  65: 시도   1회  슬롯 11/11/11/11/11/11  장비 전설+1/신화/신화/신화/전설/전설  뽑기 172회  전투력 공1.01e+5·체1.01e+6  
챕터  66: 시도   1회  슬롯 12/11/11/11/11/11  장비 전설+1/신화/신화/신화/전설/전설  뽑기 172회  전투력 공1.01e+5·체1.01e+6  
챕터  67: 시도   1회  슬롯 12/12/11/11/11/11  장비 전설+1/신화/신화/신화/전설/전설  뽑기 172회  전투력 공1.57e+5·체1.57e+6  
챕터  68: 시도   1회  슬롯 12/12/12/11/11/11  장비 전설+1/신화/신화/신화/전설/전설  뽑기 172회  전투력 공2.13e+5·체2.13e+6  
챕터  69: 시도   1회  슬롯 12/12/12/12/12/11  장비 전설+1/신화/신화/신화/전설/전설  뽑기 173회  전투력 공2.69e+5·체2.69e+6  
챕터  70: 시도   1회  슬롯 12/12/12/12/12/12  장비 전설+1/신화/신화/신화/전설/전설  뽑기 173회  전투력 공2.69e+5·체2.69e+6  
챕터  71: 시도   1회  슬롯 13/12/12/12/12/12  장비 전설+1/신화/신화/신화/전설/전설  뽑기 173회  전투력 공2.70e+5·체2.70e+6  
챕터  72: 시도   1회  슬롯 13/13/12/12/12/12  장비 전설+1/신화/신화/신화/전설/전설  뽑기 173회  전투력 공4.20e+5·체4.20e+6  
챕터  73: 시도   1회  슬롯 13/13/13/12/12/12  장비 전설+1/신화/신화/신화/전설/전설  뽑기 173회  전투력 공5.70e+5·체5.70e+6  
챕터  74: 시도   1회  슬롯 13/13/13/13/12/12  장비 전설+1/신화/신화/신화/전설/전설  뽑기 174회  전투력 공7.20e+5·체7.20e+6  
챕터  75: 시도   1회  슬롯 13/13/13/13/13/12  장비 전설+1/신화/신화/신화/전설/전설  뽑기 174회  전투력 공7.21e+5·체7.21e+6  
챕터  76: 시도   1회  슬롯 13/13/13/13/13/13  장비 전설+1/신화/신화/신화/전설/전설  뽑기 174회  전투력 공7.22e+5·체7.22e+6  
챕터  77: 시도   1회  슬롯 14/13/13/13/13/13  장비 전설+1/신화/신화/신화/전설/전설  뽑기 174회  전투력 공7.25e+5·체7.25e+6  
챕터  78: 시도   1회  슬롯 14/13/13/13/13/13  장비 전설+1/신화/신화/신화/전설/전설  뽑기 174회  전투력 공7.25e+5·체7.25e+6  
챕터  79: 시도   1회  슬롯 14/14/13/13/13/13  장비 전설+1/신화/신화/신화/전설/전설  뽑기 175회  전투력 공1.13e+6·체1.13e+7  
챕터  80: 시도   1회  슬롯 14/14/14/14/13/13  장비 전설+1/신화/신화/신화/전설/전설  뽑기 175회  전투력 공1.93e+6·체1.93e+7  
챕터  81: 시도   1회  슬롯 14/14/14/14/14/13  장비 전설+1/신화/신화/신화/전설/전설  뽑기 175회  전투력 공1.93e+6·체1.93e+7  
챕터  82: 시도   1회  슬롯 14/14/14/14/14/14  장비 전설+1/신화/신화/신화/전설/전설  뽑기 175회  전투력 공1.93e+6·체1.93e+7  
챕터  83: 시도   1회  슬롯 15/14/14/14/14/14  장비 전설+1/신화/신화/신화/전설/전설  뽑기 176회  전투력 공1.94e+6·체1.94e+7  
챕터  84: 시도   1회  슬롯 15/15/14/14/14/14  장비 전설+1/신화/신화/신화/전설/전설  뽑기 176회  전투력 공3.02e+6·체3.02e+7  
챕터  85: 시도   1회  슬롯 15/15/15/14/14/14  장비 전설+1/신화/신화/신화/전설/전설  뽑기 176회  전투력 공4.09e+6·체4.09e+7  
챕터  86: 시도   1회  슬롯 15/15/15/15/14/14  장비 전설+1/신화/신화/신화/전설/전설  뽑기 176회  전투력 공5.17e+6·체5.17e+7  
챕터  87: 시도   1회  슬롯 15/15/15/15/15/15  장비 전설+1/신화/신화/신화/전설/전설  뽑기 176회  전투력 공5.42e+6·체5.42e+7  
챕터  88: 시도   1회  슬롯 15/15/15/15/15/15  장비 전설+1/신화/신화/신화/전설/전설  뽑기 177회  전투력 공5.42e+6·체5.42e+7  
챕터  89: 시도   1회  슬롯 16/15/15/15/15/15  장비 전설+1/신화/신화/신화/전설/전설  뽑기 177회  전투력 공5.44e+6·체5.44e+7  
챕터  90: 시도   6회  슬롯 16/16/16/16/15/15  장비 전설+1/신화/신화/신화/전설/전설  뽑기 178회  전투력 공1.45e+7·체1.45e+8  
챕터  91: 시도   2회  슬롯 16/16/16/16/16/15  장비 전설+1/신화/신화/신화/전설/전설  뽑기 178회  전투력 공1.45e+7·체1.45e+8  
챕터  92: 시도   2회  슬롯 16/16/16/16/16/16  장비 전설+1/신화/신화/신화/전설/전설  뽑기 179회  전투력 공1.45e+7·체1.45e+8  
챕터  93: 시도   3회  슬롯 17/16/16/16/16/16  장비 전설+1/신화/신화/신화/전설/전설  뽑기 179회  전투력 공1.46e+7·체1.46e+8  
챕터  94: 시도   4회  슬롯 17/17/17/16/16/16  장비 전설+1/신화/신화/신화/전설/전설  뽑기 180회  전투력 공3.07e+7·체3.07e+8  
챕터  95: 시도   2회  슬롯 17/17/17/17/16/16  장비 전설+1/신화/신화/신화/전설/전설  뽑기 181회  전투력 공3.88e+7·체3.88e+8  
챕터  96: 시도   1회  슬롯 17/17/17/17/17/16  장비 전설+1/신화/신화/신화/전설/전설  뽑기 181회  전투력 공3.89e+7·체3.89e+8  
챕터  97: 시도   1회  슬롯 17/17/17/17/17/17  장비 전설+1/신화/신화/신화/전설/전설  뽑기 181회  전투력 공3.89e+7·체3.89e+8  
챕터  98: 시도   8회  슬롯 18/18/17/17/17/17  장비 전설+1/신화/신화/신화/전설/전설  뽑기 183회  전투력 공6.07e+7·체6.07e+8  
챕터  99: 시도   1회  슬롯 18/18/17/17/17/17  장비 전설+1/신화/신화/신화/전설/전설  뽑기 183회  전투력 공6.07e+7·체6.07e+8  
챕터 100: 시도   1회  슬롯 18/18/18/17/17/17  장비 전설+1/신화/신화/신화/전설/전설  뽑기 183회  전투력 공8.24e+7·체8.24e+8  
총 시도: 882  (환산 29일)
