
=== 실험3: 전체 진행 시뮬 (챕터 1→300, 골드=슬롯강화 · 다이아=뽑기 자동) ===
챕터  14: 시도  56회  슬롯 4/4/4/4/4/4  장비 전설+1/전설/신화/전설/전설/신화  뽑기 139회  전투력 공9.17e+1·체9.17e+2  
챕터  15: 시도   2회  슬롯 4/4/4/4/4/4  장비 전설+1/전설/신화/전설/전설/신화  뽑기 140회  전투력 공9.17e+1·체9.17e+2  
챕터  16: 시도  46회  슬롯 5/4/4/4/4/4  장비 전설+1/전설/신화/전설/전설/신화  뽑기 149회  전투력 공9.21e+1·체9.21e+2  
챕터  17: 시도  27회  슬롯 5/5/4/4/4/4  장비 전설+1/전설/신화/전설/신화/신화  뽑기 155회  전투력 공1.23e+2·체1.23e+3  
챕터  18: 시도   4회  슬롯 5/5/4/4/4/4  장비 전설+1/전설/신화/전설/신화/신화  뽑기 156회  전투력 공1.23e+2·체1.23e+3  
챕터  19: 시도   7회  슬롯 5/5/5/4/4/4  장비 전설+1/전설/신화/전설/신화/신화  뽑기 157회  전투력 공1.74e+2·체1.74e+3  
챕터  20: 시도   5회  슬롯 5/5/5/4/4/4  장비 전설+1/전설/신화/전설/신화/신화  뽑기 158회  전투력 공1.74e+2·체1.74e+3  
챕터  21: 시도   2회  슬롯 5/5/5/4/4/4  장비 전설+1/전설/신화/전설/신화/신화  뽑기 159회  전투력 공1.74e+2·체1.74e+3  
챕터  22: 시도   1회  슬롯 5/5/5/4/4/4  장비 전설+1/전설/신화/전설/신화/신화  뽑기 159회  전투력 공1.74e+2·체1.74e+3  
챕터  23: 시도  13회  슬롯 5/5/5/5/5/4  장비 전설+1/전설/신화/전설/신화/신화  뽑기 162회  전투력 공2.25e+2·체2.25e+3  
챕터  24: 시도   2회  슬롯 5/5/5/5/5/5  장비 전설+1/전설/신화/전설/신화/신화  뽑기 162회  전투력 공2.90e+2·체2.90e+3  
챕터  25: 시도   7회  슬롯 5/5/5/5/5/5  장비 전설+1/전설/신화/전설/신화/신화  뽑기 163회  전투력 공2.90e+2·체2.90e+3  
챕터  26: 시도  15회  슬롯 6/5/5/5/5/5  장비 전설+1/전설/신화/전설/신화/신화  뽑기 167회  전투력 공2.91e+2·체2.91e+3  
챕터  27: 시도  12회  슬롯 6/6/6/5/5/5  장비 전설+1/전설/신화/전설/신화/신화  뽑기 169회  전투력 공4.36e+2·체4.36e+3  
챕터  28: 시도   1회  슬롯 6/6/6/5/5/5  장비 전설+1/전설/신화/전설/신화/신화  뽑기 169회  전투력 공4.36e+2·체4.36e+3  
챕터  29: 시도   3회  슬롯 6/6/6/5/5/5  장비 전설+1/전설/신화/전설/신화/신화  뽑기 170회  전투력 공4.36e+2·체4.36e+3  
챕터  30: 시도   7회  슬롯 6/6/6/6/6/5  장비 전설+1/전설/신화/전설/신화/신화  뽑기 171회  전투력 공5.81e+2·체5.81e+3  
챕터  31: 시도   1회  슬롯 6/6/6/6/6/6  장비 전설+1/전설/신화/전설/신화/신화  뽑기 172회  전투력 공7.25e+2·체7.25e+3  
챕터  32: 시도   1회  슬롯 6/6/6/6/6/6  장비 전설+1/전설/신화/전설/신화/신화  뽑기 172회  전투력 공7.25e+2·체7.25e+3  
챕터  33: 시도   2회  슬롯 6/6/6/6/6/6  장비 전설+1/전설/신화/전설/신화/신화  뽑기 172회  전투력 공7.25e+2·체7.25e+3  
챕터  34: 시도   5회  슬롯 7/6/6/6/6/6  장비 전설+1/전설/신화/전설/신화/신화  뽑기 173회  전투력 공7.28e+2·체7.28e+3  
챕터  35: 시도   7회  슬롯 7/7/7/6/6/6  장비 전설+1/전설/신화/전설/신화/신화  뽑기 175회  전투력 공1.12e+3·체1.12e+4  
챕터  36: 시도   2회  슬롯 7/7/7/6/6/6  장비 전설+1/전설/신화/전설/신화/신화  뽑기 175회  전투력 공1.12e+3·체1.12e+4  
챕터  37: 시도   2회  슬롯 7/7/7/7/6/6  장비 전설+1/전설/신화/전설/신화/신화  뽑기 176회  전투력 공1.12e+3·체1.12e+4  
챕터  38: 시도   3회  슬롯 7/7/7/7/7/6  장비 전설+1/전설/신화/전설/신화/신화  뽑기 176회  전투력 공1.50e+3·체1.50e+4  
챕터  39: 시도   1회  슬롯 7/7/7/7/7/7  장비 전설+1/전설/신화/전설/신화/신화  뽑기 176회  전투력 공1.89e+3·체1.89e+4  
챕터  40: 시도   1회  슬롯 7/7/7/7/7/7  장비 전설+1/전설/신화/전설/신화/신화  뽑기 177회  전투력 공1.89e+3·체1.89e+4  
챕터  41: 시도   1회  슬롯 7/7/7/7/7/7  장비 전설+1/전설/신화/전설/신화/신화  뽑기 177회  전투력 공1.89e+3·체1.89e+4  
챕터  42: 시도   1회  슬롯 8/7/7/7/7/7  장비 전설+1/전설/신화/전설/신화/신화  뽑기 177회  전투력 공1.90e+3·체1.90e+4  
챕터  43: 시도   1회  슬롯 8/7/7/7/7/7  장비 전설+1/전설/신화/전설/신화/신화  뽑기 177회  전투력 공1.90e+3·체1.90e+4  
챕터  44: 시도   3회  슬롯 8/8/8/7/7/7  장비 전설+1/전설/신화/전설/신화/신화  뽑기 178회  전투력 공2.94e+3·체2.94e+4  
챕터  45: 시도   4회  슬롯 8/8/8/8/8/8  장비 전설+1/전설/신화/전설/신화/신화  뽑기 179회  전투력 공5.01e+3·체5.01e+4  
챕터  46: 시도   1회  슬롯 8/8/8/8/8/8  장비 전설+1/전설/신화/전설/신화/신화  뽑기 179회  전투력 공5.01e+3·체5.01e+4  
챕터  47: 시도   1회  슬롯 8/8/8/8/8/8  장비 전설+1/전설/신화/전설/신화/신화  뽑기 179회  전투력 공5.01e+3·체5.01e+4  
챕터  48: 시도   3회  슬롯 9/9/8/8/8/8  장비 전설+1/전설/신화/전설/신화/신화  뽑기 180회  전투력 공5.05e+3·체5.05e+4  
챕터  49: 시도   1회  슬롯 9/9/8/8/8/8  장비 전설+1/전설/신화/전설/신화/신화  뽑기 180회  전투력 공5.05e+3·체5.05e+4  
챕터  50: 시도   2회  슬롯 9/9/9/8/8/8  장비 전설+1/전설/신화/전설/신화/신화  뽑기 180회  전투력 공7.82e+3·체7.82e+4  
챕터  51: 시도   1회  슬롯 9/9/9/9/8/8  장비 전설+1/전설/신화/전설/신화/신화  뽑기 181회  전투력 공7.84e+3·체7.84e+4  
챕터  52: 시도   2회  슬롯 9/9/9/9/9/9  장비 전설+1/전설/신화/전설/신화/신화  뽑기 181회  전투력 공1.34e+4·체1.34e+5  
챕터  53: 시도   2회  슬롯 10/9/9/9/9/9  장비 전설+1/전설/신화/전설/신화/신화  뽑기 181회  전투력 공1.34e+4·체1.34e+5  
챕터  54: 시도   1회  슬롯 10/9/9/9/9/9  장비 전설+1/전설/신화/전설/신화/신화  뽑기 182회  전투력 공1.34e+4·체1.34e+5  
챕터  55: 시도   5회  슬롯 10/10/10/9/9/9  장비 전설+1/전설/신화/전설/신화/신화  뽑기 183회  전투력 공2.09e+4·체2.09e+5  
챕터  56: 시도   1회  슬롯 10/10/10/10/9/9  장비 전설+1/전설/신화/전설/신화/신화  뽑기 183회  전투력 공2.10e+4·체2.10e+5  
챕터  57: 시도   2회  슬롯 10/10/10/10/10/9  장비 전설+1/전설/신화/전설/신화/신화  뽑기 183회  전투력 공2.84e+4·체2.84e+5  
챕터  58: 시도   1회  슬롯 10/10/10/10/10/10  장비 전설+1/전설/신화/전설/신화/신화  뽑기 183회  전투력 공3.75e+4·체3.75e+5  
챕터  59: 시도   2회  슬롯 11/10/10/10/10/10  장비 전설+1/전설/신화/전설/신화/신화  뽑기 184회  전투력 공3.77e+4·체3.77e+5  
챕터  60: 시도   1회  슬롯 11/10/10/10/10/10  장비 전설+1/전설/신화/전설/신화/신화  뽑기 184회  전투력 공3.77e+4·체3.77e+5  
챕터  61: 시도   5회  슬롯 11/11/11/10/10/10  장비 전설+1/전설/신화/전설/신화/신화  뽑기 185회  전투력 공5.87e+4·체5.87e+5  
챕터  62: 시도   1회  슬롯 11/11/11/11/10/10  장비 전설+1/전설/신화/전설/신화/신화  뽑기 185회  전투력 공5.88e+4·체5.88e+5  
챕터  63: 시도   2회  슬롯 11/11/11/11/11/11  장비 전설+1/전설/신화/전설/신화/신화  뽑기 186회  전투력 공1.01e+5·체1.01e+6  
챕터  64: 시도   1회  슬롯 11/11/11/11/11/11  장비 전설+1/전설/신화/전설/신화/신화  뽑기 186회  전투력 공1.01e+5·체1.01e+6  
챕터  65: 시도   1회  슬롯 11/11/11/11/11/11  장비 전설+1/전설/신화/전설/신화/신화  뽑기 186회  전투력 공1.01e+5·체1.01e+6  
챕터  66: 시도   2회  슬롯 12/11/11/11/11/11  장비 전설+1/전설/신화/전설/신화/신화  뽑기 187회  전투력 공1.01e+5·체1.01e+6  
챕터  67: 시도   1회  슬롯 12/12/11/11/11/11  장비 전설+1/전설/신화/전설/신화/신화  뽑기 187회  전투력 공1.01e+5·체1.01e+6  
챕터  68: 시도   2회  슬롯 12/12/12/11/11/11  장비 전설+1/전설/신화/전설/신화/신화  뽑기 187회  전투력 공1.57e+5·체1.57e+6  
챕터  69: 시도   1회  슬롯 12/12/12/12/11/11  장비 전설+1/전설/신화/전설/신화/신화  뽑기 187회  전투력 공1.58e+5·체1.58e+6  
챕터  70: 시도   3회  슬롯 12/12/12/12/12/12  장비 전설+1/전설/신화/전설/신화/신화  뽑기 188회  전투력 공2.69e+5·체2.69e+6  
챕터  71: 시도   1회  슬롯 12/12/12/12/12/12  장비 전설+1/전설/신화/전설/신화/신화  뽑기 188회  전투력 공2.69e+5·체2.69e+6  
챕터  72: 시도   1회  슬롯 13/12/12/12/12/12  장비 전설+1/전설/신화/전설/신화/신화  뽑기 188회  전투력 공2.70e+5·체2.70e+6  
챕터  73: 시도   1회  슬롯 13/13/12/12/12/12  장비 전설+1/전설/신화/전설/신화/신화  뽑기 189회  전투력 공2.71e+5·체2.71e+6  
챕터  74: 시도   3회  슬롯 13/13/13/12/12/12  장비 전설+1/전설/신화/전설/신화/신화  뽑기 189회  전투력 공4.21e+5·체4.21e+6  
챕터  75: 시도   1회  슬롯 13/13/13/13/12/12  장비 전설+1/전설/신화/전설/신화/신화  뽑기 189회  전투력 공4.22e+5·체4.22e+6  
챕터  76: 시도   1회  슬롯 13/13/13/13/13/12  장비 전설+1/전설/신화/전설/신화/신화  뽑기 190회  전투력 공5.72e+5·체5.72e+6  
챕터  77: 시도   2회  슬롯 13/13/13/13/13/13  장비 전설+1/전설/신화/전설/신화/신화  뽑기 190회  전투력 공7.22e+5·체7.22e+6  
챕터  78: 시도   1회  슬롯 14/13/13/13/13/13  장비 전설+1/전설/신화/전설/신화/신화  뽑기 190회  전투력 공7.25e+5·체7.25e+6  
챕터  79: 시도   1회  슬롯 14/13/13/13/13/13  장비 전설+1/전설/신화/전설/신화/신화  뽑기 191회  전투력 공7.25e+5·체7.25e+6  
챕터  80: 시도   4회  슬롯 14/14/14/13/13/13  장비 전설+1/전설/신화/전설/신화/신화  뽑기 191회  전투력 공1.13e+6·체1.13e+7  
챕터  81: 시도   3회  슬롯 14/14/14/14/14/14  장비 전설+1/전설/신화/전설/신화/신화  뽑기 192회  전투력 공1.93e+6·체1.93e+7  
챕터  82: 시도   1회  슬롯 14/14/14/14/14/14  장비 전설+1/전설/신화/전설/신화/신화  뽑기 192회  전투력 공1.93e+6·체1.93e+7  
챕터  83: 시도   1회  슬롯 14/14/14/14/14/14  장비 전설+1/전설/신화/전설/신화/신화  뽑기 192회  전투력 공1.93e+6·체1.93e+7  
챕터  84: 시도   6회  슬롯 15/15/15/14/14/14  장비 전설+1/전설/신화/전설/신화/신화  뽑기 194회  전투력 공3.02e+6·체3.02e+7  
챕터  85: 시도   1회  슬롯 15/15/15/15/14/14  장비 전설+1/전설/신화/전설/신화/신화  뽑기 194회  전투력 공3.03e+6·체3.03e+7  
챕터  86: 시도   2회  슬롯 15/15/15/15/15/14  장비 전설+1/전설/신화/전설/신화/신화  뽑기 194회  전투력 공4.11e+6·체4.11e+7  
챕터  87: 시도   1회  슬롯 15/15/15/15/15/15  장비 전설+1/전설/신화/전설/신화/신화  뽑기 194회  전투력 공5.42e+6·체5.42e+7  
챕터  88: 시도   1회  슬롯 15/15/15/15/15/15  장비 전설+1/전설/신화/전설/신화/신화  뽑기 195회  전투력 공5.42e+6·체5.42e+7  
챕터  89: 시도   1회  슬롯 15/15/15/15/15/15  장비 전설+1/전설/신화/전설/신화/신화  뽑기 195회  전투력 공5.42e+6·체5.42e+7  
챕터  90: 시도  28회  슬롯 16/16/16/16/16/16  장비 전설+1/전설/신화/신화/신화/신화  뽑기 201회  전투력 공1.93e+7·체1.93e+8  
챕터  91: 시도   1회  슬롯 16/16/16/16/16/16  장비 전설+1/전설/신화/신화/신화/신화  뽑기 201회  전투력 공1.93e+7·체1.93e+8  
챕터  92: 시도  10회  슬롯 17/17/16/16/16/16  장비 전설+1/전설/신화/신화/신화/신화  뽑기 203회  전투력 공1.94e+7·체1.94e+8  
챕터  93: 시도   7회  슬롯 17/17/17/16/16/16  장비 전설+1/전설/신화/신화/신화/신화  뽑기 204회  전투력 공2.75e+7·체2.75e+8  
챕터  94: 시도   5회  슬롯 17/17/17/17/17/16  장비 전설+1/전설/신화/신화/신화/신화  뽑기 206회  전투력 공4.36e+7·체4.36e+8  
챕터  95: 시도   2회  슬롯 17/17/17/17/17/16  장비 전설+1/전설/신화/신화/신화/신화  뽑기 206회  전투력 공4.36e+7·체4.36e+8  
챕터  96: 시도   2회  슬롯 17/17/17/17/17/17  장비 전설+1/전설/신화/신화/신화/신화  뽑기 206회  전투력 공5.17e+7·체5.17e+8  
챕터  97: 시도   1회  슬롯 17/17/17/17/17/17  장비 전설+1/전설/신화/신화/신화/신화  뽑기 207회  전투력 공5.17e+7·체5.17e+8  
챕터  98: 시도   4회  슬롯 18/17/17/17/17/17  장비 전설+1/전설/신화/신화/신화/신화  뽑기 207회  전투력 공5.19e+7·체5.19e+8  
챕터  99: 시도  13회  슬롯 18/18/18/17/17/17  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 210회  전투력 공7.37e+7·체7.37e+8  
챕터 100: 시도   4회  슬롯 18/18/18/18/17/17  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 211회  전투력 공9.53e+7·체9.53e+8  
챕터 101: 시도   4회  슬롯 18/18/18/18/18/17  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 212회  전투력 공1.17e+8·체1.17e+9  
챕터 102: 시도   1회  슬롯 18/18/18/18/18/18  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 212회  전투력 공1.39e+8·체1.39e+9  
챕터 103: 시도   2회  슬롯 18/18/18/18/18/18  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 212회  전투력 공1.39e+8·체1.39e+9  
챕터 104: 시도   3회  슬롯 19/18/18/18/18/18  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 213회  전투력 공1.39e+8·체1.39e+9  
챕터 105: 시도   1회  슬롯 19/18/18/18/18/18  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 213회  전투력 공1.39e+8·체1.39e+9  
챕터 106: 시도   1회  슬롯 19/18/18/18/18/18  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 213회  전투력 공1.39e+8·체1.39e+9  
챕터 107: 시도  10회  슬롯 19/19/19/19/18/18  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 216회  전투력 공2.56e+8·체2.56e+9  
챕터 108: 시도   5회  슬롯 19/19/19/19/19/19  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 217회  전투력 공3.72e+8·체3.72e+9  
챕터 109: 시도   2회  슬롯 19/19/19/19/19/19  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 217회  전투력 공3.72e+8·체3.72e+9  
챕터 110: 시도   1회  슬롯 19/19/19/19/19/19  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 217회  전투력 공3.72e+8·체3.72e+9  
챕터 111: 시도   3회  슬롯 20/19/19/19/19/19  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 218회  전투력 공3.73e+8·체3.73e+9  
챕터 112: 시도   2회  슬롯 20/19/19/19/19/19  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 218회  전투력 공3.73e+8·체3.73e+9  
챕터 113: 시도   6회  슬롯 20/20/20/19/19/19  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 219회  전투력 공5.29e+8·체5.29e+9  
챕터 114: 시도   1회  슬롯 20/20/20/19/19/19  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 220회  전투력 공5.29e+8·체5.29e+9  
챕터 115: 시도   2회  슬롯 20/20/20/20/19/19  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 220회  전투력 공6.85e+8·체6.85e+9  
챕터 116: 시도   5회  슬롯 20/20/20/20/20/20  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 221회  전투력 공1.04e+9·체1.04e+10  
챕터 117: 시도   3회  슬롯 21/20/20/20/20/20  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 222회  전투력 공1.04e+9·체1.04e+10  
챕터 118: 시도   2회  슬롯 21/20/20/20/20/20  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 222회  전투력 공1.04e+9·체1.04e+10  
챕터 119: 시도  12회  슬롯 21/21/21/21/20/20  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 225회  전투력 공1.92e+9·체1.92e+10  
챕터 120: 시도   4회  슬롯 21/21/21/21/21/21  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 226회  전투력 공2.78e+9·체2.78e+10  
챕터 121: 시도   2회  슬롯 21/21/21/21/21/21  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 226회  전투력 공2.78e+9·체2.78e+10  
챕터 122: 시도   1회  슬롯 21/21/21/21/21/21  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 226회  전투력 공2.78e+9·체2.78e+10  
챕터 123: 시도  11회  슬롯 22/22/21/21/21/21  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 228회  전투력 공2.80e+9·체2.80e+10  
챕터 124: 시도   3회  슬롯 22/22/22/21/21/21  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 229회  전투력 공3.97e+9·체3.97e+10  
챕터 125: 시도   4회  슬롯 22/22/22/22/21/21  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 230회  전투력 공5.13e+9·체5.13e+10  
챕터 126: 시도   4회  슬롯 22/22/22/22/22/22  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 231회  전투력 공7.46e+9·체7.46e+10  
챕터 127: 시도   3회  슬롯 22/22/22/22/22/22  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 231회  전투력 공7.46e+9·체7.46e+10  
챕터 128: 시도   2회  슬롯 22/22/22/22/22/22  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 232회  전투력 공7.46e+9·체7.46e+10  
챕터 129: 시도   3회  슬롯 23/22/22/22/22/22  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 232회  전투력 공7.49e+9·체7.49e+10  
챕터 130: 시도  10회  슬롯 23/23/23/22/22/22  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 234회  전투력 공1.06e+10·체1.06e+11  
챕터 131: 시도   7회  슬롯 23/23/23/23/23/22  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 236회  전투력 공1.69e+10·체1.69e+11  
챕터 132: 시도   1회  슬롯 23/23/23/23/23/23  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 236회  전투력 공2.00e+10·체2.00e+11  
챕터 133: 시도   3회  슬롯 23/23/23/23/23/23  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 237회  전투력 공2.00e+10·체2.00e+11  
챕터 134: 시도   1회  슬롯 23/23/23/23/23/23  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 237회  전투력 공2.00e+10·체2.00e+11  
챕터 135: 시도   8회  슬롯 24/24/23/23/23/23  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 239회  전투력 공2.01e+10·체2.01e+11  
챕터 136: 시도   9회  슬롯 24/24/24/24/23/23  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 241회  전투력 공3.69e+10·체3.69e+11  
챕터 137: 시도   1회  슬롯 24/24/24/24/23/23  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 241회  전투력 공3.69e+10·체3.69e+11  
챕터 138: 시도   1회  슬롯 24/24/24/24/23/23  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 241회  전투력 공3.69e+10·체3.69e+11  
챕터 139: 시도   3회  슬롯 24/24/24/24/24/24  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 242회  전투력 공5.36e+10·체5.36e+11  
챕터 140: 시도   6회  슬롯 24/24/24/24/24/24  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 243회  전투력 공5.36e+10·체5.36e+11  
챕터 141: 시도   2회  슬롯 25/24/24/24/24/24  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 243회  전투력 공5.38e+10·체5.38e+11  
챕터 142: 시도   5회  슬롯 25/25/24/24/24/24  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 244회  전투력 공5.39e+10·체5.39e+11  
챕터 143: 시도   6회  슬롯 25/25/25/24/24/24  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 246회  전투력 공7.64e+10·체7.64e+11  
챕터 144: 시도   7회  슬롯 25/25/25/25/25/24  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 247회  전투력 공1.21e+11·체1.21e+12  
챕터 145: 시도  11회  슬롯 26/25/25/25/25/25  장비 전설+1/전설+1/신화/신화/신화/신화  뽑기 249회  전투력 공1.50e+11·체1.50e+12  
챕터 146: 시도   2회  슬롯 26/25/25/25/25/25  장비 신화/전설+1/신화/신화/신화/신화  뽑기 250회  전투력 공2.49e+11·체2.49e+12  
챕터 147: 시도   1회  슬롯 26/25/25/25/25/25  장비 신화/전설+1/신화/신화/신화/신화  뽑기 250회  전투력 공2.49e+11·체2.49e+12  
챕터 148: 시도   1회  슬롯 26/26/25/25/25/25  장비 신화/전설+1/신화/신화/신화/신화  뽑기 250회  전투력 공2.50e+11·체2.50e+12  
챕터 149: 시도   1회  슬롯 26/26/25/25/25/25  장비 신화/전설+1/신화/신화/신화/신화  뽑기 250회  전투력 공2.50e+11·체2.50e+12  
챕터 150: 시도   1회  슬롯 26/26/26/25/25/25  장비 신화/전설+1/신화/신화/신화/신화  뽑기 251회  전투력 공3.12e+11·체3.12e+12  
챕터 151: 시도   1회  슬롯 26/26/26/25/25/25  장비 신화/전설+1/신화/신화/신화/신화  뽑기 251회  전투력 공3.12e+11·체3.12e+12  
챕터 152: 시도   1회  슬롯 26/26/26/26/25/25  장비 신화/전설+1/신화/신화/신화/신화  뽑기 251회  전투력 공3.75e+11·체3.75e+12  
챕터 153: 시도   1회  슬롯 26/26/26/26/26/25  장비 신화/전설+1/신화/신화/신화/신화  뽑기 251회  전투력 공4.38e+11·체4.38e+12  
챕터 154: 시도   1회  슬롯 26/26/26/26/26/26  장비 신화/전설+1/신화/신화/신화/신화  뽑기 251회  전투력 공5.00e+11·체5.00e+12  
챕터 155: 시도   1회  슬롯 26/26/26/26/26/26  장비 신화/전설+1/신화/신화/신화/신화  뽑기 252회  전투력 공5.00e+11·체5.00e+12  
챕터 156: 시도   2회  슬롯 27/26/26/26/26/26  장비 신화/전설+1/신화/신화/신화/신화  뽑기 252회  전투력 공6.68e+11·체6.68e+12  
챕터 157: 시도   1회  슬롯 27/27/26/26/26/26  장비 신화/전설+1/신화/신화/신화/신화  뽑기 252회  전투력 공6.69e+11·체6.69e+12  
챕터 158: 시도   1회  슬롯 27/27/27/26/26/26  장비 신화/전설+1/신화/신화/신화/신화  뽑기 252회  전투력 공8.37e+11·체8.37e+12  
챕터 159: 시도   1회  슬롯 27/27/27/26/26/26  장비 신화/전설+1/신화/신화/신화/신화  뽑기 253회  전투력 공8.37e+11·체8.37e+12  
챕터 160: 시도   1회  슬롯 27/27/27/27/26/26  장비 신화/전설+1/신화/신화/신화/신화  뽑기 253회  전투력 공1.00e+12·체1.00e+13  
챕터 161: 시도   1회  슬롯 27/27/27/27/27/26  장비 신화/전설+1/신화/신화/신화/신화  뽑기 253회  전투력 공1.17e+12·체1.17e+13  
챕터 162: 시도   1회  슬롯 27/27/27/27/27/27  장비 신화/전설+1/신화/신화/신화/신화  뽑기 253회  전투력 공1.34e+12·체1.34e+13  
챕터 163: 시도   4회  슬롯 28/28/27/27/27/27  장비 신화/전설+1/신화/신화/신화/신화  뽑기 254회  전투력 공1.79e+12·체1.79e+13  
챕터 164: 시도   1회  슬롯 28/28/28/27/27/27  장비 신화/전설+1/신화/신화/신화/신화  뽑기 254회  전투력 공2.24e+12·체2.24e+13  
챕터 165: 시도   1회  슬롯 28/28/28/28/27/27  장비 신화/전설+1/신화/신화/신화/신화  뽑기 254회  전투력 공2.69e+12·체2.69e+13  
챕터 166: 시도   2회  슬롯 28/28/28/28/28/27  장비 신화/전설+1/신화/신화/신화/신화  뽑기 255회  전투력 공3.14e+12·체3.14e+13  
챕터 167: 시도   1회  슬롯 28/28/28/28/28/28  장비 신화/전설+1/신화/신화/신화/신화  뽑기 255회  전투력 공3.59e+12·체3.59e+13  
챕터 168: 시도   1회  슬롯 28/28/28/28/28/28  장비 신화/전설+1/신화/신화/신화/신화  뽑기 255회  전투력 공3.59e+12·체3.59e+13  
